"pid","assessed_value"
122,67137.6390122588
123,363607.918769401
124,346049.169954094
125,201261.12192275
126,547413.340524306
127,0
128,344739.231974663
129,588698.982254097
130,329666.459830954
131,283474.819224492
132,393025.217882151
133,0
134,596760.153062876
135,204444.766956582
136,711490.241132832
137,297182.469724016
138,0
139,298888.037023908
140,111175.520226183
141,332517.000224053
142,195479.234556202
143,0
144,225360.01517632
145,68106.3361604905
146,629700.121075092
147,515412.054671348
148,115687.497668971
149,85373.7157010219
150,792844.238969138
151,331511.123515693
152,0
153,194916.691184445
154,165467.125810362
155,733357.631315448
156,385628.505596444
157,352518.96527937
158,0
159,224972.66207732
160,182996.616909421
161,0
162,168730.731946788
163,162834.032647551
164,784681.448387898
165,608382.027242642
166,450215.261379078
167,1251673.66236006
168,36559.6964888033
169,285162.262208056
170,593509.388707739
171,318385.722374503
172,257186.127174487
173,211602.762278244
174,249831.210157473
175,98114.4887040262
176,437179.032166031
177,0
178,291207.500694785
179,92262.1308000945
180,117986.444939297
181,57136.8277346103
182,177666.036957946
183,0
184,124081.025626394
185,136033.27024645
186,193837.752635718
187,90071.8348289735
188,181228.244464076
189,297423.590158106
190,315324.782366342
191,0
192,180651.681204724
193,0
194,311666.565276149
195,263274.997045883
196,56789.5070858534
197,152681.407538083
198,310670.281163899
199,180227.329431679
200,233506.739132381
201,147167.187894248
202,445531.601620967
203,405163.422183199
204,0
205,116504.131067759
206,0
207,556713.919298504
208,119966.296628924
209,224914.242950236
210,399104.387579827
211,132230.10461208
212,250917.938708757
213,277473.485319509
214,339780.331571353
215,67731.3650597437
216,183223.258204831
217,147882.071634508
218,243735.882926864
219,1035749.37014956
220,181768.850935618
221,0
222,287591.517758377
223,1641517.6637831
224,427421.262458871
225,289857.915719297
226,323125.280153688
227,199740.23265882
228,242272.194004114
229,510572.701624102
230,209646.87587745
231,243710.483907655
232,53980.1998713427
233,228993.405969084
234,201373.834159968
235,638591.915216621
236,738882.746290818
237,329174.989283053
238,0
239,65321.0916241304
240,922855.95331753
241,311469.285536409
242,1164042.6736932
243,132768.549949086
244,0
245,373231.074958229
246,367286.531253456
247,124267.681921036
248,140604.722606646
249,169984.149475014
250,197983.620630899
251,267396.893815932
252,103345.802813283
253,346568.729366525
254,259301.830515636
255,77928.0422535017
256,257080.798086067
257,285987.978361945
258,0
259,262864.644365612
260,123759.681787844
261,518170.872344768
262,156440.952899156
263,354926.785613745
264,436826.820023945
265,342802.715155624
266,156204.563349451
267,416247.535412722
268,301170.572500037
269,0
270,380728.544157552
271,100090.879685736
272,63117.3903744185
273,0
274,101372.935141729
275,242562.34717843
276,0
277,171240.740355953
278,122746.485331107
279,368858.57148362
280,567968.990221817
281,534247.749996186
282,232637.73156664
283,506967.010873662
284,243542.034922191
285,0
286,251177.694613324
287,68166.9066975486
288,1004348.50483301
289,708305.713640147
290,597377.829360751
291,162281.65717723
292,248816.977746617
293,1284769.08634646
294,0
295,174243.607326462
296,37316.4744563197
297,289140.842462043
298,0
299,0
300,187677.881548763
301,120779.145161134
302,219728.026757484
303,745659.143583983
304,0
305,277984.133767433
306,374580.784258648
307,554964.020253292
308,146594.893463671
309,291423.033185049
310,207850.336492555
311,585125.398062241
312,833810.799895174
313,46641.8979543699
314,114281.913834288
315,379511.495752167
316,283732.465049563
317,380088.474475238
318,107187.612086358
319,643120.855539688
320,372092.026018718
321,344109.644383501
322,254540.127907946
323,239001.21392249
324,101597.670114392
325,103087.733322498
326,678694.832124692
327,0
328,309088.779023571
329,172678.905732442
330,234672.978889222
331,95437.8858385337
332,100064.313647512
333,0
334,269523.617746153
335,269369.586910734
336,235129.017211916
337,204248.463550981
338,599145.628884502
339,134736.899994581
340,305085.434081788
341,673919.824432152
342,427984.972387126
343,166730.026487673
344,146107.847908831
345,0
346,160644.250464578
347,428473.31306851
348,95999.8996995549
349,520322.307433245
350,430406.115655433
351,532868.805795615
352,237914.809958794
353,162815.098785514
354,192273.220354634
355,0
356,174127.729338095
357,170425.96163405
358,260566.230169394
359,132155.436939418
360,269903.105202672
361,242252.19110602
362,0
363,178348.672069874
364,249508.23448164
365,37871.8344229352
366,480477.420661983
367,424375.488138041
368,183642.399103808
369,367638.200153581
370,371368.617977276
371,62513.023612572
372,210137.12095272
373,126692.426364543
374,741938.099935976
375,0
376,322654.561456515
377,0
378,225417.605049521
379,261417.162868021
380,237552.760449515
381,93878.2658584336
382,366971.668158936
383,1544405.68381519
384,100433.748472195
385,282189.409436287
386,75551.1914839352
387,196805.285244827
388,0
389,628689.35779963
390,197062.29071156
391,253597.663374424
392,240635.435997787
393,211702.928093962
394,2081556.0029337
395,329225.011535276
396,328021.141352285
397,294268.66833504
398,0
399,413672.110672393
400,122870.563038298
401,0
402,260421.232677379
403,328462.255850861
404,272401.408563785
405,241269.539612448
406,71998.6481326764
407,298300.915424416
408,0
409,238400.583149715
410,286689.615977498
411,252266.213260123
412,629587.071793909
413,192745.413580808
414,0
415,275530.376806354
416,316409.157342701
417,735508.719646303
418,0
419,0
420,248675.932152174
421,478622.556139952
422,292352.602808634
423,34158.7617623347
424,281177.249470735
425,344275.186549815
426,239248.741614737
427,435513.462917405
428,197940.147996201
429,305558.316120812
430,272681.030370973
431,581175.020462124
432,255391.173391497
433,0
434,125663.312466078
435,0
436,123321.020888693
437,0
438,166066.052764391
439,1493604.74041266
440,0
441,0
442,141475.197923339
443,375537.939512464
444,254868.424803918
445,562906.031110533
446,622276.498302829
447,0
448,255978.090366218
449,0
450,302199.136253363
451,459698.320676849
452,928857.524437102
453,0
454,63826.3601007874
455,218937.836807628
456,324251.458155525
457,271931.788294474
458,1882523.8272933
459,0
460,1279636.82653639
461,387333.071779893
462,389501.728485324
463,114484.084648751
464,296605.643168286
465,135895.775359019
466,163291.612704498
467,245549.754845665
468,204749.371300892
469,324656.546429606
470,227349.607776706
471,266232.379560849
472,225601.939497114
473,348201.269477313
474,317615.373755554
475,130326.533750254
476,0
477,248017.021428724
478,344166.418884033
479,124120.649203601
480,220228.000052648
481,167187.832939354
482,206205.236111094
483,174183.0471139
484,129770.553181173
485,40916.0648064122
486,0
487,633861.169602474
488,0
489,199959.572975732
490,540288.859888661
491,154701.307392319
492,174895.379213584
493,821420.368397925
494,582423.879146111
495,0
496,150550.498262816
497,0
498,368300.077848581
499,164603.85989465
500,267521.501230485
501,974037.342109166
502,426627.628773322
503,1134682.14964951
504,317755.88896838
505,289935.540320123
506,1092200.52783757
507,111464.705246149
508,402329.017052904
509,289068.443556521
510,918635.365950029
511,721987.091688233
512,0
513,255802.648176297
514,425980.239873792
515,451691.705171789
516,498853.186446889
517,236300.127973256
518,161061.847411208
519,194294.338943089
520,118060.292125979
521,575157.731727744
522,217395.823747405
523,102743.60253951
524,66747.7574597787
525,82432.9554748728
526,0
527,0
528,188539.53483767
529,188986.186680677
530,438104.230623547
531,282602.880563223
532,82061.2434276184
533,302411.046418891
534,0
535,322561.254191345
536,0
537,0
538,313317.876069408
539,225999.916115236
540,114278.653746748
541,261707.402406406
542,251735.833796593
543,648809.451454709
544,300874.903162709
545,202511.574263023
546,472999.254989061
547,311295.218249585
548,583501.692311967
549,105052.97911393
550,0
551,81766.3674385641
552,262016.036066808
553,0
554,209357.956949636
555,95523.4724608009
556,1667061.29570508
557,83577.4858696128
558,327573.374112095
559,455536.201880352
560,706446.927582325
561,118015.779168525
562,613499.961551264
563,212521.275050867
564,187079.625207218
565,414877.84508719
566,759081.104016661
567,210487.387060488
568,153918.226862221
569,620013.848541012
570,347773.76155966
571,282198.105352432
572,369633.266282736
573,90140.422148522
574,109803.099971445
575,982099.876885913
576,376376.843946134
577,971614.701857861
578,135877.42655726
579,0
580,73122.2847122622
581,462414.084928892
582,52503.0211824245
583,255254.598208525
584,169137.763057971
585,343477.928583022
586,0
587,189045.893823445
588,462655.252789417
589,274283.288752657
590,0
591,141745.842356444
592,426457.69455124
593,0
594,65998.4950715116
595,221384.066489994
596,386800.43246763
597,241309.898029279
598,247127.518026983
599,200348.825298122
600,269993.477457402
601,446167.186420262
602,705144.189207916
603,321584.054965871
604,0
605,249671.030565094
606,277052.741220486
607,66808.0835846644
608,275689.725979409
609,119407.906822262
610,275076.230610997
611,833508.942932683
612,558746.059298508
613,213048.58546668
614,179860.778131941
615,0
616,479806.084365727
617,0
618,269077.51527381
619,362714.203289447
620,258752.181232292
621,307139.853050854
622,230318.189854944
623,182554.943768262
624,66497.7726862465
625,166283.956362713
626,197934.400334215
627,687667.300983077
628,0
629,329094.74068606
630,71662.7775875655
631,561642.681022507
632,0
633,137961.63393667
634,1117767.72848378
635,0
636,517739.577861614
637,193090.383772209
638,46973.8130216768
639,0
640,502790.071751259
641,219094.771843626
642,335892.088766627
643,439181.245983029
644,298704.351240994
645,0
646,320243.703854957
647,282042.689544004
648,379110.738236515
649,274072.4584645
650,190847.895409609
651,161045.549098927
652,359882.205428599
653,263167.581552135
654,233317.618745285
655,537799.161935515
656,1243036.0368976
657,235909.051435891
658,158504.635173517
659,119059.795218195
660,196990.423304727
661,220574.398514029
662,0
663,293809.370756548
664,251528.416675425
665,252625.974945229
666,268663.21545709
667,670194.751436241
668,39586.0370501102
669,637200.432122009
670,241337.011512589
671,453115.531217301
672,467138.077575363
673,429139.121920795
674,300368.023404015
675,94890.6901002092
676,451027.645679326
677,263860.151293656
678,0
679,269973.399555582
680,591569.273780871
681,307935.197771192
682,636092.403164738
683,0
684,349508.855730225
685,275562.365859507
686,304949.46856508
687,244563.060292899
688,215665.034151153
689,0
690,316791.979058857
691,153162.398404846
692,27244.3400558856
693,69518.0945962531
694,243400.032759037
695,0
696,277105.957677153
697,191512.895647751
698,240854.919660385
699,160670.957004917
700,212339.364476802
701,123291.657265291
702,724715.246831013
703,276315.402339585
704,306078.047221853
705,0
706,644997.748833418
707,0
708,237954.485775766
709,90476.1550941216
710,231609.084284165
711,0
712,665175.143660243
713,254198.102031054
714,0
715,81835.645736485
716,591401.081351138
717,0
718,354207.351029853
719,286333.691772437
720,114104.896684008
721,262097.244519961
722,304397.286737397
723,1006202.75950866
724,44098.3401264351
725,125125.880819173
726,278252.608349487
727,172968.548069352
728,0
729,456770.128815234
730,112075.298584784
731,0
732,1235251.76703809
733,0
734,412784.007904091
735,196591.232021012
736,166329.370574901
737,113637.580923743
738,0
739,127076.807221329
740,0
741,95193.7294269732
742,208985.194352985
743,476123.377596194
744,1797108.67130354
745,692016.300392687
746,378613.680030194
747,279818.459482076
748,24457.0821825672
749,316129.072842133
750,0
751,493124.502175354
752,41233.7227111359
753,341519.827004434
754,464068.685296843
755,126778.075365393
756,438550.553518928
757,101576.120177645
758,282070.717515142
759,0
760,919566.570201627
761,196122.696097376
762,235848.241334288
763,376210.193750668
764,743285.814409672
765,277766.926642721
766,0
767,181084.11665798
768,164431.446472316
769,437009.263457448
770,338490.912140167
771,240520.526283852
772,45834.16938349
773,462926.728043057
774,386288.524497885
775,507952.489107736
776,1460924.3739736
777,759102.998072488
778,0
779,82931.7855728026
780,570529.487804816
781,263046.052067214
782,219492.688947563
783,310262.463695329
784,175298.545494253
785,0
786,89070.0129206533
787,333427.668861539
788,331013.175609857
789,0
790,1283114.11860111
791,247424.642904706
792,426566.450294868
793,52328.2468957009
794,468425.694651359
795,1976253.34025421
796,0
797,157150.398501649
798,428726.399856512
799,300214.026273752
800,467216.193381303
801,175712.628172904
802,263444.089334837
803,204829.018087693
804,371739.362981461
805,100373.827574155
806,262037.145571304
807,235587.023239545
808,229500.010572086
809,497951.38682669
810,38946.1687775061
811,671597.412761688
812,223813.897699573
813,291162.799653001
814,553231.920798543
815,162762.067556076
816,347056.631700238
817,238648.11154941
818,179637.946851818
819,167814.17861852
820,541845.710338748
821,71901.7256465464
822,175750.124264653
823,337508.746254312
824,92750.2423847122
825,217198.492976057
826,155822.097826512
827,324663.492403926
828,257000.120084568
829,415872.310776543
830,315079.43148399
831,202349.342308183
832,521397.209001043
833,166335.225055486
834,690363.740693163
835,223799.955434253
836,179977.167729746
837,805745.236996937
838,253576.329026289
839,156275.316786436
840,547157.528100504
841,294850.999361802
842,171493.276476861
843,54226.8352839589
844,213417.503672069
845,145159.836029315
846,187437.284183349
847,307087.864277087
848,494727.353731741
849,0
850,293331.119903575
851,468398.206939992
852,216803.079951007
853,247860.317294147
854,46506.7289992489
855,220612.165087006
856,0
857,149892.1993783
858,53595.0303693648
859,231304.475910788
860,85999.4583789004
861,152516.705500407
862,332898.093829055
863,219979.280340374
864,313718.095623467
865,506116.359561911
866,287664.839199491
867,74257.7590958542
868,324532.277516093
869,238756.015351107
870,233430.083104807
871,279194.275440303
872,277658.638356653
873,272940.439565819
874,91911.7074642674
875,595225.159574394
876,257446.079030879
877,291103.674606335
878,1286728.07050377
879,304154.057097928
880,180400.022751732
881,314511.493367896
882,168123.966762849
883,0
884,457586.300815796
885,271146.139287882
886,1235.36088630181
887,29502.5014862705
888,250584.384392915
889,119157.746336943
890,148582.900391115
891,1733749.65625058
892,905766.871851185
893,367769.233832822
894,264259.546609847
895,55540.5063395284
896,105898.680278886
897,223342.413776072
898,110446.658318847
899,0
900,0
901,683876.270072101
902,102030.434780003
903,78176.4885846544
904,924761.098172842
905,125189.630112704
906,601763.431009812
907,285797.989848126
908,230063.049704558
909,322812.029840958
910,98470.0337125604
911,903228.031032434
912,170049.190300059
913,0
914,0
915,0
916,0
917,328835.637712892
918,219163.832197884
919,1568058.8576067
920,226171.048281984
921,159303.412502098
922,365671.813190239
923,0
924,255876.542499557
925,592580.786957201
926,439029.070322478
927,115769.890473085
928,200014.029094462
929,786197.641060915
930,83523.2742429913
931,330770.859991886
932,67630.0343016127
933,85315.4365215826
934,239735.802148695
935,201998.986754975
936,540984.192021734
937,222794.368946283
938,17340.8750094646
939,138641.866555886
940,216644.059743876
941,207277.054536483
942,291263.880982894
943,133424.818752724
944,32886.3376981768
945,140011.303779324
946,0
947,0
948,47704.3659992291
949,383706.940762141
950,297931.605912052
951,349423.337049541
952,1218198.03988407
953,292140.625366674
954,985788.541239435
955,516939.39362724
956,284721.393222848
957,223433.041995893
958,446194.909832385
959,157155.08152658
960,84083.3191245374
961,112141.071621909
962,615297.065748224
963,207487.030801577
964,249583.556901453
965,141438.335524377
966,465964.692713953
967,189852.966658146
968,222372.479760052
969,0
970,581385.828658498
971,175687.554049983
972,373519.704447355
973,223673.753635564
974,0
975,1673699.84766103
976,0
977,189279.148103359
978,726371.979141586
979,0
980,228511.825190677
981,174244.919721423
982,73657.7387579268
983,236413.571322161
984,195527.1936733
985,0
986,255642.478703837
987,1720632.80581718
988,0
989,275393.026693733
990,0
991,603832.40772448
992,0
993,360890.055347055
994,163427.622703627
995,14508.4207215085
996,323130.269481727
997,230304.012880894
998,0
999,205416.51617495
1000,0
1001,342258.21488384
1002,85556.0870659139
1003,166467.718139202
1004,0
1005,527092.250910564
1006,314054.404745196
1007,547551.382271942
1008,741396.259165937
1009,236362.603488342
1010,142326.473283424
1011,1497799.64667697
1012,274610.692639094
1013,0
1014,117437.278497441
1015,0
1016,487367.413371052
1017,223728.644270385
1018,0
1019,289157.310303851
1020,0
1021,268693.044270774
1022,0
1023,297085.878751939
1024,222472.004546513
1025,0
1026,145512.952753431
1027,523183.310466779
1028,220785.06189669
1029,54978.0538682595
1030,134154.681896869
1031,395590.197240979
1032,256091.401312633
1033,117878.228144516
1034,0
1035,207051.93827873
1036,297009.915245323
1037,73551.7982207464
1038,479127.874977352
1039,0
1040,0
1041,285019.007082733
1042,129092.589163472
1043,81963.9039708016
1044,0
1045,91021.9340386454
1046,0
1047,358804.168679888
1048,0
1049,0
1050,253847.682080898
1051,45879.3401286582
1052,327079.413517924
1053,0
1054,868153.186864275
1055,467894.056175827
1056,0
1057,262828.379394684
1058,716814.39803091
1059,551951.863688024
1060,340071.219377604
1061,400293.033407999
1062,328367.664595883
1063,155867.540031346
1064,717810.15674976
1065,81385.9609605647
1066,969087.912916652
1067,571300.304582385
1068,570633.990553858
1069,0
1070,282399.073253045
1071,0
1072,0
1073,296771.097143978
1074,196157.78216213
1075,366998.947408459
1076,417265.466100284
1077,599956.760904501
1078,593435.456461211
1079,61424.0479158608
1080,0
1081,260471.747760618
1082,0
1083,286976.183906277
1084,253284.590348049
1085,278164.295014137
1086,243218.643817616
1087,251928.738480655
1088,55678.9350813464
1089,101700.796724635
1090,289741.625850339
1091,248373.633477771
1092,377311.5071694
1093,640001.107045097
1094,332431.821750215
1095,393594.388026664
1096,0
1097,161729.112465431
1098,186392.137815652
1099,568566.780621724
1100,293893.500488598
1101,324741.165826744
1102,336661.375817034
1103,1485264.4007173
1104,767269.817064694
1105,0
1106,321686.530564855
1107,278282.687561592
1108,143101.787865964
1109,145967.059593281
1110,151404.512340889
1111,219190.387174122
1112,122386.900461804
1113,279955.441265795
1114,326494.341323453
1115,727772.122249683
1116,558342.574360237
1117,0
1118,107783.092915552
1119,464759.519001946
1120,0
1121,213522.973047899
1122,411003.962444362
1123,348477.782935422
1124,273286.34839934
1125,253917.007202107
1126,272005.898901581
1127,226372.299802571
1128,211427.250948245
1129,824163.7737189
1130,0
1131,101796.316798667
1132,311827.3367753
1133,357130.398524954
1134,327686.439084989
1135,334130.517550438
1136,229157.066997678
1137,93225.7511605035
1138,0
1139,550733.676640449
1140,49681.5693789194
1141,402402.076997681
1142,108733.048486578
1143,1113733.88671444
1144,252843.285264921
1145,141832.551959932
1146,79063.3164430984
1147,71552.794190285
1148,301115.61655321
1149,243415.16512019
1150,0
1151,0
1152,617424.770720433
1153,250836.340842322
1154,0
1155,283563.502033951
1156,510055.917137722
1157,0
1158,532815.988431377
1159,0
1160,41680.1040479383
1161,112996.693746031
1162,0
1163,379111.190480587
1164,323863.003149272
1165,0
1166,153106.347215349
1167,0
1168,422115.204855505
1169,193795.279759344
1170,294475.742546944
1171,261346.988968226
1172,127660.050609405
1173,246325.644935872
1174,697727.843006176
1175,248914.31057114
1176,104588.851350777
1177,283096.133210471
1178,207156.006569714
1179,203159.656720566
1180,34373.3131701253
1181,178000.332474773
1182,437108.292131569
1183,7059.10171028086
1184,226026.925721796
1185,460201.071178501
1186,905896.100384416
1187,1016691.14447888
1188,271907.796518434
1189,312459.211040642
1190,237462.631709276
1191,260359.048648712
1192,131684.149315997
1193,433334.58875372
1194,0
1195,0
1196,258578.088807126
1197,115513.602639104
1198,673107.200596187
1199,0
1200,0
1201,227375.253280645
1202,148571.628165002
1203,0
1204,0
1205,0
1206,300568.972220525
1207,214363.702406378
1208,135140.103948998
1209,230851.263637176
1210,320632.749897454
1211,82685.8029916012
1212,227874.527386689
1213,345161.458525918
1214,106830.891576122
1215,156211.390610465
1216,286432.826806211
1217,344326.350291705
1218,1375032.72145113
1219,130889.560157967
1220,159333.801687945
1221,390492.916969896
1222,129938.579040778
1223,255514.411085988
1224,112408.496804858
1225,235505.109486879
1226,572152.028651471
1227,0
1228,460130.488475177
1229,283502.743398946
1230,805126.049277564
1231,228612.985248737
1232,127990.380856358
1233,100721.163456291
1234,192020.965136958
1235,99531.6256932672
1236,264933.929208549
1237,107736.155493342
1238,756947.546354038
1239,666470.722655079
1240,102825.362474307
1241,245688.45313189
1242,161676.829095608
1243,541114.328173605
1244,434130.180658362
1245,70326.6415184738
1246,254216.30794052
1247,0
1248,253744.248657217
1249,148822.455676901
1250,463739.690793801
1251,111332.502967028
1252,712397.073121589
1253,381483.327988799
1254,0
1255,965639.993094204
1256,223729.456141727
1257,49935.5667695646
1258,271854.801573682
1259,396290.40171472
1260,171527.312698652
1261,293135.771452665
1262,484534.410726953
1263,1303111.23683685
1264,0
1265,498102.008874987
1266,0
1267,86856.7985733905
1268,42154.5736538406
1269,791767.004440507
1270,160205.196548074
1271,232406.708765816
1272,147707.946568389
1273,324671.770802306
1274,291597.391211638
1275,345324.410100585
1276,385793.131199548
1277,409934.057653352
1278,239771.890448955
1279,281335.42788736
1280,220600.285372559
1281,125320.585818416
1282,754963.646306827
1283,344118.757063437
1284,464712.088015171
1285,348879.453655035
1286,766664.609033693
1287,437530.072707189
1288,72858.9663243378
1289,256192.744229024
1290,119348.718396047
1291,219429.056119908
1292,220663.478787851
1293,82927.9948328919
1294,203275.168108731
1295,255820.67531268
1296,149445.07231703
1297,294025.202345737
1298,361207.587167566
1299,1027926.76002284
1300,553749.450489867
1301,0
1302,129657.126187758
1303,315180.966332717
1304,324895.21400782
1305,209993.106436561
1306,190205.663822255
1307,23293.4714740615
1308,210966.358940807
1309,321765.578832167
1310,400489.700599018
1311,4970.96313235425
1312,593226.264083248
1313,262632.785392741
1314,573426.609709196
1315,257852.760840012
1316,235321.352846927
1317,253756.597056608
1318,171844.713017709
1319,451539.404096662
1320,89520.9135059425
1321,0
1322,293854.531707895
1323,266124.178916463
1324,693142.453113412
1325,0
1326,0
1327,223491.170174436
1328,508242.292597721
1329,0
1330,910428.516767723
1331,506200.262297235
1332,0
1333,308141.371098427
1334,284845.541660424
1335,91243.8527996333
1336,341981.363766634
1337,245516.578839089
1338,306935.565715535
1339,66065.8200174685
1340,227650.064406205
1341,1227585.56142347
1342,428838.078093069
1343,614691.265001593
1344,451891.887606899
1345,103369.365572594
1346,119372.83309262
1347,195244.819282625
1348,485088.975152543
1349,608110.026848302
1350,149874.442998487
1351,183068.128186798
1352,196191.088819112
1353,0
1354,341101.12162695
1355,0
1356,321155.393089219
1357,190213.653663621
1358,324209.631141192
1359,0
1360,333133.491006722
1361,230650.250995815
1362,381924.361793443
1363,123682.457338156
1364,149241.785799382
1365,301307.409981192
1366,274484.552485398
1367,344003.176768236
1368,573141.461039379
1369,201037.870849459
1370,331344.556115343
1371,190981.272096295
1372,382513.542792639
1373,299600.173384205
1374,102879.461374755
1375,474610.041237538
1376,242466.409525388
1377,279933.707796092
1378,183123.85194697
1379,132687.469480442
1380,0
1381,842725.692589227
1382,0
1383,519744.125588427
1384,238255.164168916
1385,357023.788380434
1386,305137.682804899
1387,314214.428105247
1388,69041.2599547864
1389,0
1390,584620.502718246
1391,1162879.95900701
1392,284648.77638164
1393,58456.6766773631
1394,114028.046116028
1395,508990.250243068
1396,65637.6303560439
1397,328642.012348004
1398,0
1399,349707.892923084
1400,0
1401,0
1402,270733.561535984
1403,0
1404,156601.587524171
1405,90878.5954682029
1406,195552.156377186
1407,319014.602468448
1408,686205.474515475
1409,829262.994262342
1410,451598.135557676
1411,1032250.52979026
1412,524273.433293859
1413,418479.528990133
1414,117077.313086409
1415,234338.859369134
1416,305367.833356842
1417,650635.956739677
1418,254896.179831799
1419,313444.722556485
1420,0
1421,187281.687263061
1422,117319.357753037
1423,0
1424,334925.86186576
1425,196843.739599008
1426,287858.346530171
1427,489335.220719066
1428,314043.66586441
1429,95420.0761971372
1430,345675.426808245
1431,262947.490971762
1432,123036.264011174
1433,389296.144529146
1434,1496224.59633168
1435,217734.798737157
1436,228835.042476659
1437,177465.923461977
1438,376934.324427931
1439,524264.008553766
1440,146314.306177454
1441,591982.470550043
1442,404181.8477904
1443,188081.710240913
1444,224701.534575794
1445,397003.52156617
1446,185801.038189931
1447,35306.8328390751
1448,562096.484114486
1449,213466.981916974
1450,330051.792690523
1451,467145.01593658
1452,280872.683789135
1453,180650.179384516
1454,82422.4980311623
1455,259540.942493372
1456,170422.301408799
1457,266992.269894014
1458,0
1459,299190.63054368
1460,0
1461,727370.723438896
1462,244988.670520554
1463,550978.424566047
1464,614399.404124397
1465,287866.714589213
1466,170932.30619666
1467,153516.385363719
1468,284939.279376142
1469,284658.236971768
1470,207515.005387194
1471,0
1472,158337.457571016
1473,228743.830206263
1474,537270.568005958
1475,270980.386066647
1476,215932.367893993
1477,0
1478,1950051.74602105
1479,510281.983398474
1480,102495.771071578
1481,0
1482,94701.2529790166
1483,309045.386379988
1484,92816.7964371891
1485,339053.823832869
1486,250932.61737171
1487,416745.026219794
1488,0
1489,276184.550074879
1490,113464.647838116
1491,38184.2095036659
1492,368793.866940749
1493,0
1494,335220.149612285
1495,300215.314650337
1496,45489.8532377815
1497,159563.598306638
1498,142122.37503904
1499,109080.005747505
1500,316721.076698065
1501,284451.506686561
1502,315135.302518869
1503,180071.073798466
1504,124070.374618559
1505,203062.00606155
1506,0
1507,223911.002279563
1508,177655.962550546
1509,0
1510,113169.549832476
1511,0
1512,53830.5092329738
1513,238100.791634161
1514,152255.63860693
1515,352559.341806557
1516,92975.521066372
1517,161691.259807655
1518,550406.118756148
1519,576579.017323829
1520,0
1521,335837.392150448
1522,1608132.73378062
1523,471414.002577808
1524,290506.752830022
1525,282383.444857949
1526,119015.101341466
1527,330932.087666221
1528,204767.486534938
1529,70502.072969192
1530,443240.651357512
1531,314592.403280137
1532,323290.897787534
1533,169010.407356453
1534,216236.653420936
1535,272959.394076477
1536,284468.313226616
1537,207889.532911018
1538,496124.13551971
1539,143939.506032598
1540,0
1541,403473.575019129
1542,0
1543,253610.290979387
1544,508510.992205054
1545,0
1546,567805.904060385
1547,185120.369588452
1548,289459.39264923
1549,0
1550,187681.600238803
1551,217322.005646774
1552,565795.893926949
1553,0
1554,188497.104530417
1555,0
1556,0
1557,589586.199784076
1558,83614.6786250648
1559,783658.239661232
1560,508395.946221841
1561,0
1562,220417.245939061
1563,167637.396620798
1564,291478.298692805
1565,1201293.50106633
1566,308081.170271729
1567,228477.981278187
1568,659974.824963595
1569,246955.18222577
1570,1349556.12805747
1571,275919.343806211
1572,351159.935734908
1573,262738.865583075
1574,0
1575,327698.155251084
1576,232621.858714866
1577,139496.707641478
1578,500342.285128303
1579,294367.178917851
1580,268277.554092526
1581,56305.9694307451
1582,189440.048617508
1583,284957.690279849
1584,508299.232295538
1585,0
1586,0
1587,548379.01302585
1588,299819.277760685
1589,553680.486250516
1590,0
1591,0
1592,221477.324885603
